cve,description,cvss_score,cwe,cwe_description,epss_score,affected
CVE-2022-44427,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",,CWE-122,cwe-122 Heap Overflow,0.000220000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-32635,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07573237; Issue ID: ALPS07573237.",,Non disponible,Elevation of Privilege,0.000300000,"MediaTek, Inc. | MT6580, MT6735, MT6739, MT6753, MT6757, MT6761, MT6762, MT6763, MT6765, MT6768, MT6769, MT6771, MT6779, MT6781, MT6785, MT6789, MT6833, MT6853, MT6853T, MT6855, MT6873, MT6875, MT6877, MT6879, MT6891, MT6893, MT6895, MT6983, MT8167, MT8168, MT8173, MT8185, MT8321, MT8362A, MT8365, MT8385, MT8666, MT8667, MT8675, MT8765, MT8766, MT8768, MT8786, MT8788, MT8789, MT8791, MT8791T, MT8797 | Android 10.0, 11.0, 12.0, 13.0"
CVE-2022-42721,"A list management bug in BSS handling in the mac80211 stack in the Linux kernel 5.1 through 5.19.x before 5.19.16 could be used by local attackers (able to inject WLAN frames) to corrupt a linked list and, in turn, potentially execute code.",,Non disponible,n/a,0.000750000,n/a | n/a | n/a
CVE-2021-35097,"Possible authentication bypass due to improper order of signature verification and hashing in the signature verification call in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",7.3,Non disponible,Cryptographic issues in Content Protection,0.000070000,"Qualcomm, Inc. | Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables | AQT1000, AR8031, AR8035, CSRA6620, CSRA6640, CSRB31024, MDM9150, QCA6174A, QCA6175A, QCA6310, QCA6335, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6564, QCA6564A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6595, QCA6595AU, QCA6696, QCA8081, QCA8337, QCA9377, QCM2290, QCM4290, QCM6125, QCM6490, QCS2290, QCS405, QCS410, QCS4290, QCS610, QCS6125, QCS6490, QRB5165, QRB5165M, QRB5165N, QSM8350, SA415M, SA515M, SA6145P, SA6155, SA6155P, SA8155, SA8155P, SA8195P, SA8540P, SA9000P, SC8180X+SDX55, SD 675, SD 8CX, SD 8cx Gen2, SD 8cx Gen3, SD460, SD480, SD662, SD665, SD675, SD678, SD680, SD690 5G, SD695, SD720G, SD730, SD750G, SD765, SD765G, SD768G, SD778G, SD780G, SD7c, SD845, SD850, SD855, SD865 5G, SD870, SD888, SD888 5G, SDX24, SDX50M, SDX55, SDX55M, SDX65, SDXR2 5G, SM4125, SM6250, SM6250P, SM7250P, SM7315, SM7325P, SW5100, SW5100P, WCD9335, WCD9340, WCD9341, WCD9360, WCD9370, WCD9371, WCD9375, WCD9380, WCD9385, WCN3910, WCN3950, WCN3980, WCN3988, WCN3990, WCN3991, W ...[truncated*]"
CVE-2022-44432,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",,CWE-190,cwe-190 Integer Overflow,0.000350000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-44435,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",,CWE-862,CWE-862 Missing Authorization,0.000230000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-25725,Denial of service in MODEM due to improper pointer handling,6.2,Non disponible,n/a,0.000440000,"Qualcomm, Inc. | Snapdragon | AR8035, CSRB31024, QCA6390, QCA6391, QCA6421, QCA6426, QCA6431, QCA6436, QCA6564AU, QCA6574A, QCA6574AU, QCA6595AU, QCA6696, QCA8081, QCA8337, QCM6490, QCN6024, QCN9024, QCS6490, QCX315, SA415M, SA515M, SD 8 Gen1 5G, SD480, SD690 5G, SD695, SD750G, SD765, SD765G, SD768G, SD778G, SD780G, SD855, SD865 5G, SD870, SD888, SD888 5G, SDX55, SDX55M, SDX57M, SDX65, SDXR2 5G, SM4375, SM7250P, SM7315, SM7325P, WCD9341, WCD9360, WCD9370, WCD9375, WCD9380, WCD9385, WCN3988, WCN3991, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CVE-2022-23960,"Certain Arm Cortex and Neoverse processors through 2022-03-08 do not properly restrict cache speculation, aka Spectre-BHB. An attacker can leverage the shared branch history in the Branch History Buffer (BHB) to influence mispredicted branches. Then, cache allocation can allow the attacker to obtain sensitive information.",,Non disponible,n/a,0.001000000,n/a | n/a | n/a
CVE-2022-20490,"In multiple functions of AutomaticZenRule.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703505",,Non disponible,Elevation of privilege,0.000230000,n/a | Android | Android-10 Android-11 Android-12 Android-12L Android-13
CVE-2023-20922,"In setMimeGroup of PackageManagerService.java, there is a possible crash loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-237291548",,Non disponible,Denial of service,0.000370000,n/a | Android | Android-11 Android-12 Android-12L Android-13
CVE-2023-20918,"In getPendingIntentLaunchFlags of ActivityOptions.java, there is a possible elevation of privilege due to a confused deputy with no additional execution privileges needed. User interaction is not needed for exploitation.

",,Non disponible,Elevation of privilege,0.007090000,"Google | Android | 13, 12L, 12, 11"
CVE-2022-2959,A race condition was found in the Linux kernel's watch queue due to a missing lock in pipe_resize_ring(). The specific flaw exists within the handling of pipe buffers. The issue results from the lack of proper locking when performing operations on an object. This flaw allows a local user to crash the system or escalate their privileges on the system.,,CWE-667,CWE-667,0.000180000,n/a | kernel | Fixed in kernel 5.19
CVE-2022-33253,Transient DOS due to buffer over-read in WLAN while parsing corrupted NAN frames.,7.5,Non disponible,n/a,0.001120000,"Qualcomm, Inc. | Snapdragon | AQT1000, AR8035, AR9380, CSR8811, CSRB31024, IPQ5010, IPQ5018, IPQ5028, IPQ6000, IPQ6010, IPQ6018, IPQ6028, IPQ8064, IPQ8065, IPQ8068, IPQ8070, IPQ8070A, IPQ8071A, IPQ8072A, IPQ8074A, IPQ8076, IPQ8076A, IPQ8078, IPQ8078A, IPQ8173, IPQ8174, IPQ9008, IPQ9574, PMP8074, QAM8295P, QCA1062, QCA1064, QCA2062, QCA2064, QCA2065, QCA2066, QCA4024, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6554A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6584AU, QCA6595, QCA6595AU, QCA6696, QCA8072, QCA8075, QCA8081, QCA8082, QCA8084, QCA8085, QCA8337, QCA8386, QCA9886, QCA9888, QCA9889, QCA9980, QCA9984, QCA9985, QCA9986, QCA9990, QCA9992, QCA9994, QCM6490, QCN5021, QCN5022, QCN5024, QCN5052, QCN5054, QCN5122, QCN5124, QCN5152, QCN5154, QCN5164, QCN6023, QCN6024, QCN6100, QCN6102, QCN6112, QCN6122, QCN6132, QCN9000, QCN9001, QCN9002, QCN9003, QCN9011, QCN9012, QCN9022, QCN9024, QCN9070, QCN9072, QCN9074, QCN9100, QCN9274, QCS6490, QCX315, QRB5165, QRB5165M, QRB5165N, QSM8250, QSM8350, SA4150P, SA415M, SA515M, SA6145P, SA6150P, SA6155, SA6155P, SA8145P, SA8150P, SA8155, SA8155P, SA8195P, SA8295P, SC8180X+SDX55, SD 8 Gen1 5G, SD 8cx Gen2, SD 8cx Gen3, SD778G, SD780G, SD865 5G, SD870, SD888, SD888 5G, SDX55, SDX55M, SDX65, SDXR2 5G, SM7315, SM7325P, SXR2150P, WCD9340, WCD9341, WCD9360, WCD9370, WCD9375, WCD9380, WCD9385, WCN3980, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CVE-2022-33252,Information disclosure due to buffer over-read in WLAN while handling IBSS beacons frame.,8.2,Non disponible,n/a,0.000630000,"Qualcomm, Inc. | Snapdragon | AQT1000, AR8035, AR9380, CSR8811, CSRB31024, IPQ5010, IPQ5018, IPQ5028, IPQ6000, IPQ6010, IPQ6018, IPQ6028, IPQ8064, IPQ8065, IPQ8068, IPQ8070, IPQ8070A, IPQ8071A, IPQ8072A, IPQ8074A, IPQ8076, IPQ8076A, IPQ8078, IPQ8078A, IPQ8173, IPQ8174, IPQ9008, IPQ9574, PMP8074, QAM8295P, QCA1062, QCA1064, QCA2062, QCA2064, QCA2065, QCA2066, QCA4024, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6554A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6584AU, QCA6595, QCA6595AU, QCA6696, QCA8072, QCA8075, QCA8081, QCA8082, QCA8084, QCA8085, QCA8337, QCA8386, QCA9886, QCA9888, QCA9889, QCA9980, QCA9984, QCA9985, QCA9986, QCA9990, QCA9992, QCA9994, QCM6490, QCN5021, QCN5022, QCN5024, QCN5052, QCN5054, QCN5122, QCN5124, QCN5152, QCN5154, QCN5164, QCN6023, QCN6024, QCN6100, QCN6102, QCN6112, QCN6122, QCN6132, QCN9000, QCN9001, QCN9002, QCN9003, QCN9011, QCN9012, QCN9022, QCN9024, QCN9070, QCN9072, QCN9074, QCN9100, QCN9274, QCS6490, QCX315, QRB5165, QRB5165M, QRB5165N, QSM8250, QSM8350, SA4150P, SA415M, SA515M, SA6145P, SA6150P, SA6155, SA6155P, SA8145P, SA8150P, SA8155, SA8155P, SA8195P, SA8295P, SC8180X+SDX55, SD 8 Gen1 5G, SD 8cx Gen2, SD 8cx Gen3, SD778G, SD780G, SD865 5G, SD870, SD888, SD888 5G, SDX55, SDX55M, SDX65, SDXR2 5G, SM7315, SM7325P, SXR2150P, WCD9340, WCD9341, WCD9360, WCD9370, WCD9375, WCD9380, WCD9385, WCN3980, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CVE-2022-44428,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",,CWE-122,cwe-122 Heap Overflow,0.000220000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-44431,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",,CWE-787,cwe-787 Out-of-bounds Write,0.000220000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-44438,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",,CWE-862,CWE-862 Missing Authorization,0.000230000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2023-20913,"In onCreate of PhoneAccountSettingsActivity.java and related files, there is a possible way to mislead the user into enabling a malicious phone account due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-246933785",,Non disponible,Elevation of privilege,0.000260000,n/a | Android | Android-10 Android-11 Android-12 Android-12L Android-13
CVE-2023-20912,"In onActivityResult of AvatarPickerActivity.java, there is a possible way to access images belonging to other users due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-246301995",,Non disponible,Elevation of privilege,0.000260000,n/a | Android | Android-13
CVE-2022-33274,Memory corruption in android core due to improper validation of array index while returning feature ids after license authentication.,8.4,Non disponible,n/a,0.000460000,"Qualcomm, Inc. | Snapdragon | QAM8295P, QCA6574AU, QCA6696, SA6145P, SA6150P, SA6155P, SA8145P, SA8150P, SA8155P, SA8195P, SA8295P"
CVE-2022-44429,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",,CWE-122,cwe-122 Heap Overflow,0.000220000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-41674,An issue was discovered in the Linux kernel before 5.19.16. Attackers able to inject WLAN frames could cause a buffer overflow in the ieee80211_bss_info_update function in net/mac80211/scan.c.,,Non disponible,n/a,0.001630000,n/a | n/a | n/a
CVE-2022-44437,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",,CWE-862,CWE-862 Missing Authorization,0.000230000,"Unisoc (Shanghai) Technologies Co., Ltd. | SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000 | Android10/Android11/Android12"
CVE-2022-32636,"In keyinstall, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07510064; Issue ID: ALPS07510064.",,Non disponible,Elevation of Privilege,0.000110000,"MediaTek, Inc. | MT6580, MT6731, MT6735, MT6737, MT6739, MT6753, MT6757, MT6757C, MT6757CD, MT6757CH, MT6761, MT6762, MT6763, MT6765, MT6768, MT6769, MT6771, MT6779, MT6781, MT6785, MT6789, MT6833, MT6853, MT6853T, MT6855, MT6873, MT6875, MT6877, MT6879, MT6883, MT6885, MT6889, MT6891, MT6893, MT6895, MT6983, MT8185, MT8321, MT8385, MT8666, MT8667, MT8765, MT8766, MT8768, MT8786, MT8788, MT8789, MT8791, MT8791T, MT8797 | Android 10.0, 11.0, 12.0, 13.0"
CVE-2021-44521,"When running Apache Cassandra with the following configuration: enable_user_defined_functions: true enable_scripted_user_defined_functions: true enable_user_defined_functions_threads: false it is possible for an attacker to execute arbitrary code on the host. The attacker would need to have enough permissions to create user defined functions in the cluster to be able to exploit this. Note that this configuration is documented as unsafe, and will continue to be considered unsafe after this CVE.",,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection'),0.918650000,"Apache Software Foundation | Apache Cassandra | 3.0.0, unspecified, 3.1, unspecified, 4.0.0, unspecified"
CVE-2020-10663,"The JSON gem through 2.2.0 for Ruby, as used in Ruby 2.4 through 2.4.9, 2.5 through 2.5.7, and 2.6 through 2.6.5, has an Unsafe Object Creation Vulnerability. This is quite similar to CVE-2013-0269, but does not rely on poor garbage-collection behavior within Ruby. Specifically, use of JSON parsing methods can lead to creation of a malicious object within the interpreter, with adverse effects that are application-dependent.",,Non disponible,n/a,0.050830000,n/a | n/a | n/a
CVE-2022-43931,Out-of-bounds write vulnerability in Remote Desktop Functionality in Synology VPN Plus Server before 1.4.3-0534 and 1.4.4-0635 allows remote attackers to execute arbitrary commands via unspecified vectors.,10,Non disponible,CWE-787: Out-of-bounds Write,0.200810000,"Synology | VPN Plus Server | *, *"
CVE-2022-25630,An authenticated user can embed malicious content with XSS into the admin group policy page.,,Non disponible,Stored XSS Vulnerability,0.016690000,n/a | Symantec Messaging Gateway | All releases prior to SMG 10.8
CVE-2022-25628,An authenticated user can perform XML eXternal Entity injection in Management Console in Symantec Identity Manager 14.4,,Non disponible,XML eXternal Entity injection (XXE),0.001320000,"n/a | Symantec Identity Governance and Administration | 14.3, 14.4"
CVE-2022-25629,"An authenticated user who has the privilege to add/edit annotations on the Content tab, can craft a malicious annotation that can be executed on the annotations page (Annotation Text Column).",,Non disponible,Stored XSS Vulnerability,0.006940000,n/a | Symantec Messaging Gateway | All releases prior to SMG 10.8
CVE-2022-25627,An authenticated administrator who has physical access to the environment can carry out Remote Command Execution on Management Console in Symantec Identity Manager 14.4,,Non disponible,Remote Command Execution (RCE),0.006560000,"n/a | Symantec Identity Governance and Administration | 14.3, 14.4"
CVE-2022-25626,"An unauthenticated user can access Identity Manager’s management console specific page URLs. However, the system doesn’t allow the user to carry out server side tasks without a valid web session.",,Non disponible,Authentication Bypass,0.005610000,"n/a | Symantec Identity Governance and Administration | 14.3, 14.4"
CVE-2022-40233,"IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1 could allow a non-privileged local user to exploit a vulnerability in the AIX TCP/IP kernel extension to cause a denial of service.  IBM X-Force ID:  235599.",6.2,CWE-20,CWE-20 Improper Input Validation,0.000250000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
CVE-2022-43380,"
IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1 could allow a non-privileged local user to exploit a vulnerability in the AIX NFS kernel extension to cause a denial of service. IBM X-Force ID: 238640.

",6.2,CWE-399,CWE-399 Resource Management errors,0.000160000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
CVE-2022-41290,"IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1 could allow a non-privileged local user to exploit a vulnerability in the rm_rlcache_file command to obtain root privileges.  IBM X-Force ID:  236690.",8.4,CWE-250,CWE-250 Execution with Unnecessary Privileges,0.000210000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
CVE-2022-39165,"IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1could allow a non-privileged local user to exploit a vulnerability in CAA to cause a denial of service.  IBM X-Force ID:  235183.",6.2,CWE-400,CWE-400 Uncontrolled Resource Consumption,0.000140000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
CVE-2022-39164,"IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1could allow a non-privileged local user to exploit a vulnerability in the AIX kernel to cause a denial of service.  IBM X-Force ID:  235181.",6.2,CWE-400,CWE-400 Uncontrolled Resource Consumption,0.000170000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
CVE-2022-43848,"IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1 could allow a non-privileged local user to exploit a vulnerability in the AIX perfstat kernel extension to cause a denial of service.  IBM X-Force ID:  239169.",6.2,CWE-20,CWE-20 Improper Input Validation,0.000160000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
CVE-2022-43849,"IBM AIX 7.1, 7.2, 7.3, and VIOS 3.1could allow a non-privileged local user to exploit a vulnerability in the AIX pfcdd kernel extension to cause a denial of service.  IBM X-Force ID:  239170.",6.2,CWE-20,CWE-20 Improper Input Validation,0.000160000,"IBM | AIX | 7.1, 7.2, 7.3, VIOS 3.1"
